Name,Address,MOB.No,Alternate Mob,City,email,pincode,State,Branch type
ZAKIR HOSSAIN,"ZAKIR HOSSAIN C/O TEHERUL ISLAM, DONGRA GACHH, DASPAA, VTC PURBBA JIBHAKATA,PO- DASPARA, SUB DISTT.- CHOPRA, DISTT. UTTAR DINAJPUR",9851071991,,DINAJPUR,,733207,WEST BENGAL,DISTRICT
SANTOSH LAKSHMAN SHINDE,"SHASHIKALA HAPPY HEALTH INDIA SHOPEE C/O AT ARVIND DHAM ,RAJARAM ENGLISH SCHOOL AND JUNIOR COLLAGE,PLOT NO.4770,MANISHA NAGAR PANDHARPUR,SOLAPUR,MAHARASHTRA",9021167239,,SOLAPUR,,413304,MAHARASHTRA,DISTRICT
RAHUL KUMAR RAJBHAR,"EARTH ASSOCIATE C/O AT MEERA COMPLEX BAIPASS,.LAKHANPUR CHORAHA,JAUNPUR,UTTAR PRADESH",8115646915,,JAUNPUR,,222001,UTTAR PRADESH,DISTRICT
SURENDRA KUMAR SHARMA DF,"SURENDRA KUMAR SHARMA C/O AT SHOP NO.1&2,GROUND FLOOR,H.NO.2,GALI NO.19,B BBLOCK,KAUSHIK ENCLEVE,BURARI,DELHI",9999172788,,NORTH DELHI,,110084,NEW DELHI,DISTRICT
ABHISHEK KUMAR GUPTA,"ABHISHEK ENTERPRISES C/O AT HOTEL LANDMARK KE BAGAL ME ,RADHE TOWER,RATAHARA,REWA,MADHYA PRADESH",8085199685,,REWA,,486001,MADHYA PRADESH,DISTRICT
RAVEENDRA GOPAL HEGDE,"R.G MARKETING C/O AT MORIGUDI ROAD,NEAR KAMAT HOTEL,HUBI ROAD,SIRSI,UTTAR KANNADA,KARNATAKA",9632342161,,KANNADA,,581401,KARNATAKA,DISTRICT
GREEN HEALTH HOME,"SURESH KUMAR CK C/O AT 10/503-B29,B30, KALLACHI, NADAPURAM, Kozhikode, Kerala, 673506--32AAXFG5092R1ZF",9539540520,,KOZHIKODE,,673506,KERALA,DISTRICT
MAHESH KUMAR SHIVHARE,"MAHESH KUMAR SHIVHARE C/O AT HOUSE NO.46,KANHAIYAPURAM,NEAR RAJGHAT COLONY ,LAHARGIRD ROAD,SIPRI BAZAR,JHANSI,MAURANIPUR,UTTAR PRADESH",8299807789,,JHANSI,,284003,UTTAR PRADESH,DISTRICT
RAJBAHADUR SINGH,"RAJ ENTERPRISES C/O AT MAIN ROAD BHABUA,KAIMUR BHABUA,BIHAR",7607770020,,KAIMUR (BHABUA),,821101,BIHAR,DISTRICT
HHI ENTERPRISES,"RAKESH KUMAR C/O AT GREEN CHOWNK,RIWALI KUND,ALWAR,RAJASTHAN--08AUBPR6584M1ZU",9560221704,,ALWAR,,301701,RAJASTHAN,DISTRICT
SANTOSH RAGHUWANSHI,"SANTOSH RAGHUWANSHI C/O AT RASULPUR,ASHOK NAGAR,MADHYA PRADESH",9522696955,,ASHOKNAGAR,,473331,MADHYA PRADESH,DISTRICT
MOPARTHI NAGA DIVYA,"MOHAN BALAJI TREDERS C/O AT PANCHAYATHI OFFICE ROAD opp: DURGA PARCIL OFFICE CHERUKUPALLI ,GUNTUR,ANDHRA PRADESH",9959118707,,GUNTUR,,522325,ANDHRA PRADESH,DISTRICT
RUPENDRA KUMAR NAMDEV,"RUPENDRA KUMAR NAMDEV C/O AT WARD NO.12,GAYATRI COLONY,BEHIND OLD GAS AGENCY,CHHATARPUR,MADHYA PRADESH",9977160924,,CHHATARPUR,,471001,MADHYA PRADESH,DISTRICT
MANISH RAJPOOT,"MANISH RAJPOOT C/O AT 54,KANSI,VILLAGE-KANSI,SIRONJ,VIDISHA,MADHYA PRADESH",9171722145,,VIDISHA,,464228,MADHYA PRADESH,DISTRICT
SURINDER KARYANA STORE,"JATINDER KUMAR ARORA C/O AT PATTI SARKAR, CHARIK, Moga, Punjab, 142001--03AMXPA4343F1Z9",9646175008,,MOGA,,142001,PUNJAB,DISTRICT
SAMRUDHHI ENTERPRISES,"SAMRUDHHI ENTERPRISES C/O AT PLOT NO-670/4281,KHATA NO-1166/854,MOUZA-GUILUNDI,SBI COLONY,BRAHMA NAGAR,2ND LANE,BERHAMPUR,DIST-GANJAM,ODISHA--21AEOFS5960D1ZZ",7008143391,,GANJAM,,760001,ORISSA,DISTRICT
MANOJ KUMAR SHARMA,"MANOJ KUMAR SHARMA C/O AT SHREE RAM NAGAR COLONY,SALPURA,BARAN,RAJASTHAN",9929542423,,BARAN,,325219,RAJASTHAN,DISTRICT
ASHWINI NAMDEV YAMETKAR,"ASHWINI NAMDEV YAMETKAR C/O AT KANERI,KARVEER,KOLHAPUR,MAHARASHTRA",9022187630,,KOLHAPUR,,416234,MAHARASHTRA,DISTRICT
M/S HHI MARKETING PRIVATE LIMTED (WB ),"RAMU , C/O JYOTI NAGAR,SEVOKE ROAD ,S.M.C WARD NO 41, P. S.BHAKTINAGAR,SILIGURI GST NO ===19AADCH7949H1Z3 FSSAI NO - 12117441000336",8942915457,,SILIGURI,,734001,WEST BENGAL,WAREHOUSE
REKHA SINGH DF,"REKHA SINGH C/O AT VILL-PREET NAGAR,CHOPAN,SONBHADRA,UTTAR PRADESH",8505990990,,SONBHADRA,,231205,UTTAR PRADESH,DISTRICT
RUNI DAS,"BASUDEV BHANDAR C/O AT KAITHA,CHHATIA,CUTTACK,ODISHA",7205791707,,CUTTACK,,754023,ORISSA,DISTRICT
PARIDHI ENTERPRISES,"SUNIL KUMAR C/O AT 07, TAPESHWAR PRAJAPATI HOUSE, TOLA-BABUGANJ, VILLRAFIGANJ, BLOCKRAFIGANJ, Aurangabad, Bihar, 824125--10DWTPK0524H1ZQ",8541849865,,AURANGABAD,,824125,BIHAR,DISTRICT
KUVARBAI,"KUVARBAI C/O AT 72,THANA KUDILA,DOHCHAKR,TIKAMGARH,FUTURE,MADHYA PRADESH",9893045120,,TIKAMGARH,,472115,MADHYA PRADESH,DISTRICT
VIKRAM SINGH BHATI,"VIKRAM SINGH BHATI C/O AT WARD NO.18,MILAP BHAWAN KE PICHE ,SARSARSHEHER,CHURU,RAJASTHAN",7023635475,,CHURU,,331403,RAJASTHAN,DISTRICT
KALMEGH AND SONS,"PRITI UMESH KALMEGH C/O AT 1, NEAR HOTEL RAMGIRI MALTEKDI ROAD, AMRAVATI, Amravati, Maharashtra, --27AVGPK3794C1ZH--",9370619541,,AMRAVATI,,444601,MAHARASHTRA,WAREHOUSE
TRIGUNEE DEHARIYA,"TRIGUNEE DEHARIYA TRADERS C/O AT REBRAKALA HARRAI,CHHINDWARA,MADHYA PRADESH",7067486958,,CHHINDWARA,,480224,MADHYA PRADESH,DISTRICT
MANDARAPU LAKSHMI,"SHREE LAKSHMI SRINIVASA ORGANIC PRODUCTS C/O AT 9/58,UP-STAIRS OF BIG-C,MAIN ROAD,GUDIVADA,KRISHNA,ANDHRA PRADESH",9848492261,,KRISHNA,,521301,ANDHRA PRADESH,DISTRICT
M SIVA KUMAR DF,"M SIVA KUMAR C/O AT HOUSE NO.81-108-M-1,ABBASS NAGAR OPPOSITE,NEAR RIKSHIKA GARMENTS,VENKATESWARA NAGAR,KURNOOL,ANDHRA PRADESH",9912571648,,KURNOOL,,518003,ANDHRA PRADESH,DISTRICT
JADAV BORUAH,"JR BORUAH ENTERPRISE C/O AT BAJALTALI,TINSUKIA,ASSAM",9394162173,,TINSUKIA,,786126,ASSAM,DISTRICT
PRITI BHASKAR,"PRITI BHASKAR C/O AT PACHAMBA HARICHAK,JAMUA GIRIDIH,JHARKHAND",8825298507,,GIRIDIH,,815316,JHARKHAND,DISTRICT
UMA SHANKAR LODHI,"UMA SHANKAR LODHI C/O AT WARD NO.3,BHAUTI GRAM,KAROKET,NADIYA NAYA KHEDA,SHIVPURI,MADHYA PRADESH",8889765307,,SHIVPURI,,473670,MADHYA PRADESH,DISTRICT
PRABHA SALES & SERVICES,"Prabhavathy Shetty C/O AT 1-N-6T-452/1 1, Ashok Nagar, V S Compound, Sankesh 4th Cross, Derebail, Mangalore, Dakshina Kannada, Karnataka, 575006--29CKHPS8138N1Z5",7760838864,,KANNADA,,575006,KARNATAKA,DISTRICT
M/S PUSHPA DEVI,"PUSHPA DEVI C/O AT GRAM NIMI,POST MAHUARI,THANA-SONHAN,KAIMUR BHABUA",9472830078,,KAIMUR (BHABUA),,821101,BIHAR,DISTRICT
LAISHRAM BOBBY MEETEI,"LAISHRAM BOBBY MEETEI C/O CHANGANGEI UCHEKON,CHANGANEI,IMPHAL WEST,MANIPUR",9366312774,,IMPHAL,,795140,MANIPUR,DISTRICT
INDRANI PAINE,"INDRANI PAINE C/O AT PARSOLA,SIMLAPAL,BANKURA,WEST BENGAL",9932185899,,BANKURA,,722160,WEST BENGAL,DISTRICT
DHARANIDHAR SAMANTASINGHAR,"JAY JAGANNATH ENTERPRISES C/O AT PLOT NO.54,MADHUSAN NAGAR,JATANI,KHURDA,ODISHA",9778642837,,KHURDA,,752050,ORISSA,DISTRICT
MOR SINGH,"DISHA ENTERPRSIES C/O AT MOTIPURA,GODIA,BARAN,RAJASTHAN",9770364294,,BARAN,,325220,RAJASTHAN,DISTRICT
SHARVAN KUMAR DF,"MANISHA HERBAL STORE C/O AT BHUTAHA CHOWNK,NH 57,NARHIYA,MADHUBANI,BIHAR",6203049127,,MADHUBANI,,847108,BIHAR,DISTRICT
PRADEEP CHAWLA,"PRADEEP CHAWLA C/O AT 170/15,NEAR SHANTI MANDIR,NEAR POST OFFICE,BAHADURGARH,JHAJJAR,HARYANA",9315380419,,JHAJJAR,,124507,HARYANA,DISTRICT
STAR ENTERPRISES DF,"MAJID ALI C/O AT ASGAR ALI ,COLONY MAJRA DEHRADUN, UTTARAKHAND--05BVKPA3750M1ZJ--",9756349005,,DEHRADUN,,248171,UTTARAKHAND,DISTRICT
RAKESH KUMAR SHARMA,"RAKESH KUMAR SHARMA S/O SITARAM SHARMA WARD NO - 22,PANCH BATTI,THITHEDA BALA JI MANDIRKE PASS,UDAIPURWATI,JHUNJHUNUN,RAJASTHAN",9602616808,,JHUNJHUNU,,333307,RAJASTHAN,DISTRICT
PRATAP KUMAR SABUT,"PRATAP KUMAR SABUT C/O AT CHANDANPUR,PURI,ODISHA",9853141752,,PURI,,752012,ORISSA,DISTRICT
RAKESH KUMAR SHARMA DF,"RAKESH KUMAR SHARMA C/O AT WARD NO.22,PARICH BATTI,THITHEDA BALA JI MANDIR KE PASS,UDAIPURWATI,JHUNJHUNUN,RAJASTHAN",9602616808,,JHUNJHUNU,,333307,RAJASTHAN,DISTRICT
DATTATRAYA KACHARU GAIKWAD,"DATTATRAYA KACHARU GAIKWAD C/O AT RELWAY STATION AKOLNER,AHMADNAGAR,MAHARASHTRA",9420083561,,AHMEDNAGAR,,414005,MAHARASHTRA,DISTRICT
SULOCHANA ABASAHEB KOLTE DF,"SULOCHANA ABASAHEB KOLTE C/O AT PLOT NO.10,GURUPRABHA NIWAS,SNEH NAGAR,NEAR VITTHAL MANDIR,NAGAPUR,AHMEDNAGAR,MAHARASHTRA",9421333232,,AHMEDNAGAR,,414111,MAHARASHTRA,DISTRICT
BASANTA MUDULI,"SAI OMM ENTERPRISES C/O AT KALINGA BAZAR,CHOWDWAR,CUTTACK,ODISHA",9090190430,,CUTTACK,,754025,ORISSA,DISTRICT
BHARAT RAKHMAJI KALE,"BHARAT RAKHMAJI KALE C/O AT DHANORA,BEED,MAHARASHTRA",8080565599,,BEED,,414202,MAHARASHTRA,DISTRICT
RAMESH BORDE JIARAM,"NAMDEV ENTERPRISES C/O AT OPPOSIT BAJAJ SHOROOM, AMBAJOGAI ROAD, KAIJ TQ. KAIJ DIST. BEED,MAHARASHTRA",8830195700,,BEED,,431123,MAHARASHTRA,DISTRICT
MAISNAM NGANTHOI CHANU,"MAISNAM NGANTHOI CHANU C/O AT WANGKHEI KONSAM LEIKAI,POROMPAT SUB DIVISION,IMPHAL EAST,MANIPUR",7005097872,,IMPHAL,,795005,MANIPUR,DISTRICT
SAIKAT CHAKRABORTY,"BURIKALI ENTERPRISES C/O AT BAKUL,LABPUR,BIRBHUM,WEST BENGAL",9735318555,,BIRBHUM,,731303,WEST BENGAL,DISTRICT
ISHWAR DISTRICT SHOP,"ISHWAR C/O AT 375,GANDHI NAGAR,WARD NO.16,BARMER,RAJASTHAN",9799290077,,BARMER,,344001,RAJASTHAN,DISTRICT
DEEPAK KUSHWAHA,"DEEPAK KUSHWAHA C/O AT GRAM-KHATORA,SHIVPURI,MADHYA PRADESH",9340797065,,SHIVPURI,,473770,MADHYA PRADESH,DISTRICT
BIPLAB BATABYAL,"BIPLAB BATABYAL C/O AT KANGALGANJ PATNA,WEST MEDINPORE,WEST BENGAL",9679839525,,MEDINIPUR,,721102,WEST BENGAL,DISTRICT
KANHAIYA LAL JANGUM,"KANHAIYA LAL JANGUM C/O AT SEEMALYA,KOTA,RAJASTHAN",9602980012,,KOTA,,325203,RAJASTHAN,DISTRICT
SANJEEV KUMAR PUC,"SANJEEV KUMAR C/O AT JAT COLONY,RALWAY ROAD,KANDHALA RURAL,SHAMLI,UTTAR PRADESH",9528693751,,MUZAFFARNAGAR,,247775,UTTAR PRADESH,DISTRICT
JAYANTI LAL KHANNA,"JAYANTI LAL KHANNA C/O AT BANDERKACHCHH,RANGAONDEB,TEH-THIKARI,RAJPUR,BARWANI,MADHYA PRADESH",9109733600,,BARWANI,,421447,MADHYA PRADESH,DISTRICT
SUNANDA RAJKUMAR KATE,"SUNANDA RAJKUMAR KATE C/O AT USARAN TQ MEHKAR,BULDHANA,MAHARASHTRA",8087538997,,BULDHANA,,443301,MAHARASHTRA,DISTRICT
M/S RANGOLI,"BHAVISHYA GAUTAM C/O AT , RANGOLI, PAKKA TANK, NAHAN, Sirmaur, Himachal Pradesh, 173001--02AGRPG5653N1Z0",9418083322,,SIRMAUR,,173001,HIMACHAL PRADESH,DISTRICT
BASANTI BEHERA,"BASANTI TRADERS C/O AT KONARK,PURI,ODISHA",9348384287,,PURI,,752111,ORISSA,DISTRICT
JABAPRITAM BEHERA,"MAA TARINI ENTERPRSIES C/O AT PATHARAPADA,PANIKOILI,JAJPUR,ODISHA",7008524408,,JAJPUR,,755043,ORISSA,DISTRICT
PREM CHAND SATOGIYA,"PREM CHAND SATOGIYA C/O AT 55 RADHAKRISHAN MARG,JHABUA,MADHYA PRADESH",9522033044,,JHABUA,,457661,MADHYA PRADESH,DISTRICT
MAHENDRA NAGAR,"MAHENDRA NAGAR C/O AT SOJPUR,JHALAWAR,RAJASTHAN",9001266687,,JHALAWAR,,326038,RAJASTHAN,DISTRICT
PAPIA SARKAR,"PAPIA SARKAR C/O AT VILL-MEDIA,GOPALNAGAR,NORTH 24 PARGANAS ,WEST BENGAL",9734564767,,PARGANAS,,743262,WEST BENGAL,DISTRICT
SONU KUMAR SHARMA,"MAYANAK ENTERPRISES C/O AT LALGANJ, NEHER PUL KE PASS,SASARAM,BIHAR",9798445904,,SASARAM,,821115,BIHAR,DISTRICT
KD ENTERPRISES,"KD ENTERPRISES C/O AT 01, PURI NIWAS, VISHAL NAGAR, LATUR, LATUR, Latur, Maharashtra, 413512--27AAYFK2379J1ZH--",9822556729,,LATUR,,413512,MAHARASHTRA,WAREHOUSE
ASHISH KUMAR DF,"SHIVA ENTERPRISES C/O AT HONHE,CHHITRAPUR,RAMGARH,JHARKHAND",8210779133,,RAMGARH,,829150,JHARKHAND,DISTRICT
MANISH JAIN,"MANISH JAIN C/O AT SHIV COLONY,HOSPITAL ROAD,WARD NO.11,BARAN,RAJASTHAN",8104216053,,BARAN,,325205,RAJASTHAN,DISTRICT
PTHAN SHAKILA USMAN,"PTHAN SHAKILA USMAN W/O USMAN , NEHRU NAGAR, SHEVGAON, AHMADNAGAR",9022718291,,AHMEDNAGAR,,414502,MAHARASHTRA,DISTRICT
SHINDE BAPU BARA,"SHINDE BAPU BARA C/O AKKABAI NAGAR, BHANDEVADI, KARJAT, AHMADNAGAR",8855962335,,AHMEDNAGAR,,414402,MAHARASHTRA,DISTRICT
PRAHALLAD PADHI,"PRAHALLAD PADHI S/O BENUDHAR PADHI, MARKONA, SIMILIA, BALESWAR",9438731835,,BALESWAR,,756126,ORISSA,DISTRICT
GANGA PRASAD PRASAIN,"GANGA PRASAD PRASAIN C/O CHARHAZAR, CHARHAZAR, SANAPATI MOTBUNG",8132883545,,MOTBUNG,,795107,MANIPUR,DISTRICT
R SHILPA,"R SHILPA W/O KUMAR, 5TH CROSS BASAVE GOWDRU VATHARA HOSAHALLI, VINAYAKA TENT ROAD MANDYA,KARNATAKA",9986635183,,MANDYA,,571401,KARNATAKA,DISTRICT
JAY SINGH LODHI,"JAY SINGH LODHI S/O SUGHAR SINGH LODHI, GRAM JHANDA SHIVPURI T.C. KARERA",9302126381,,KARERA,,473660,MADHYA PRADESH,DISTRICT
AZIZ KHAN AYYUB KHAN PATHAN,"AZIZ KHAN AYYUB KHAN PATHAN C/O AT NEAR BHAWANI TEMPLE,DHNAJ KD,WASHIM,MAHARASHTRA",8530272912,,WASHIM,,444110,MAHARASHTRA,DISTRICT
MNR INTERNATIONAL,"MEENAKSHI JAIN C/O AT OPP SAHIB MOTORS, G.T. ROAD, NEAR PANIPAT FILLING STATION, Panipat, Haryana, 132103--06AELPJ2011H1ZY",9306983455,,PANIPAT,,132103,HARYANA,DISTRICT
SUDIP PAUL,"PAUL ENTERPRISES C/O AT BIROHI,HARINGHATA,NADIA,WEST BENGAL",7908549636,,NADIA,,741245,WEST BENGAL,DISTRICT
SAM ENTERPRISES,"BACHAN PREET SINGH NIRANKARI C/O AT H NO.52,224/1,NIRANKARI COLONY,FATEHGARH CHURIA ROAD,AMRITSAR,PUNJAB",9115796111,,AMRITSAR,,143001,PUNJAB,DISTRICT
OMPAL,"OMPAL C/O AT JAGANPUR,SHAMLI,KANDELA,MUZAFFARNAGAR,UTTAR PRADESH",9756674764,,MUZAFFARNAGAR,,247774,UTTAR PRADESH,DISTRICT
PRINCE KUMAR,"PRINCE KUMAR C/O AT SAIDA NAGAR,WARD NO.40,EKMI,DARBHANGA,BIHAR",8804021702,,DARBHANGA,,846001,BIHAR,DISTRICT
MANJIT KUMAR,"FUTURE SHOPPING POINT C/O AT NEAR COLLEGE ROAD RAILWAY FATAK ADAMPUR MANDI,HISAR,HARYANA",9467161139,,HISAR,,125052,HARYANA,DISTRICT
NURUL AIN AYUBI,"NURUL AIN AYUBI C/O AT 47/1,EAST GHOSHOARA ROAD,JAGATDAL,NORTH 24 PARAGNAS,WEST BENGAL",8240179750,,PARGANAS,,743125,WEST BENGAL,DISTRICT
ROHINI KISHOR GADEKAR,"ANSH INTERPRISES HERBAL CENTER C/O AT NER,YAVATMAL,MAHARASHTRA",8888612978,,YAVATMAL,,445102,MAHARASHTRA,DISTRICT
DATTATRAY KESHAVNATH,"DATTATRAY KESHAVNATH C/O AT WARD NO.1,MALIPETH MEHKAR,BULDHANA,MAHARASHTRA",9767920676,,BULDHANA,,443301,MAHARASHTRA,DISTRICT
LALITA KUMAWAT,"LALITA KUMAWAT C/O AT RAILWAY STATION ROAD,CHOMU,JAIPUR,RAJASTHAN",8441938755,,JAIPUR,,303802,RAJASTHAN,DISTRICT
KUNAL MANDAL,"KUNAL MANDAL C/O AT OLD MEDICAL ROAD, DNK, MALKANGIRI DIST- MALKANGIRI STATE- ODISHA",8118011146,,MALKANGIRI,,764045,ORISSA,DISTRICT
SUNIL KUMAR DISTRICT SHOP,"M/S SHIV SHAKTI ENTERPRISES C/O AT BBMB COLONY,SUNDERNAGAR,MANDI,HIMACHAL PRADESH",7807904041,,MANDI,,175019,HIMACHAL PRADESH,DISTRICT
SITA KUMARI,"MAA SARSWATI PRAHLAD ENTERPRISES C/O AT PO-TENGRARI,ANCHAL-MINAPUR Dist- MUZAFFARPUR State- BIHAR",8757046508,,MUZAFFARPUR,,843128,BIHAR,DISTRICT
TAPAN ROY,"TAPAN ROY C/O AT THANGAL BAZAR,IMPHAL WEST ,IMPHAL,MANIPUR",8402024224,,IMPHAL,,795001,MANIPUR,DISTRICT
RAVI PRAKASH DF,RAVI PRAKASH C/O AT CHANDAN SHAHEED MARG GHANSHYAMPUR ROAD BADALAPUR JAUNPUR UTTAR PRADESH,8400576918,,JAUNPUR,,222125,UTTAR PRADESH,DISTRICT
AMAR KUMAR GUPTA,"AMAR KUMAR GUPTA C/O AT BUNDU,RANCHI,JHARKHAND",9334481007,,RANCHI,,835204,JHARKHAND,DISTRICT
ARPAN RAI DF,"ARPAN RAI C/O AT NAMCHAYALAKHA 1 KYSHONE,PEDONG,PEDONG,DARJEELING,WEST BENGAL",6296052803,,DARJEELING,,734311,WEST BENGAL,DISTRICT
BASUDEV BISWAKARMA,"KAMAKHYA ENTERPRISES C/O AT BALIPARA,SONITPUR,ASSAM",6901548628,,SONITPUR,,784101,ASSAM,DISTRICT
RACHNA RAMDAS SALELKAR,"RACHNA RAMDAS SALELKAR C/O AT NEAR SHANTA DURGA SCHOOL,FLAT NO.SS4,SECOND FLOOR,BICHOLIM,NORTH GOA,GOA",9270230002,,GOA,,403504,GOA,DISTRICT
KAILASH PANDA,"KAILASH PANDA C/O AT -MAA TARINI ENTERPRISES BALIPADA ,PATTAMUNDAI, PATTAMUNDAI,KENDRAPARA,PATTAMUNDAI , ODISHA",9658637647,,PATTAMUNDAI,,754215,ORISSA,DISTRICT
ABDUL HAKIM,"ABDUL HAKIM C/O AT VEERPUR KHAIRHANIYA,NARAPTPUR,SRAWASTI,UTTAR PRADESH",9619544878,,SHRAVASTI,,271845,UTTAR PRADESH,DISTRICT
RANJEET KUMAR RAY,"AKASH ENTERPRISES C/O AT MOHANPUR ROD,SAMASTIPUR,BIHAR",9430255606,,SAMASTIPUR,,848101,BIHAR,DISTRICT
MICROTECH INSTRUMENTS,"UMESH RAMESHPANT KALMEGH C/O MANSOD PLAZA,NEAR BUS STAND,AMRAVATI,MAHARASHTRA--27AHLPK2386F1Z5",9881388208,,AMRAVATI,,444601,MAHARASHTRA,DISTRICT
TRIKAL TRADERS,"SUNEEL KUMAR GUPTA C/O AT DOSTPUR ROAD, SHAHZADPUR, SHAHZADPUR, Ambedkar Nagar, Uttar Pradesh,--09AKMPG1300M1Z8--",6307017072,,AMBEDKAR NAGAR,,224122,UTTAR PRADESH,DISTRICT
SHRI MAHALAXMI TRADERS,"LAKHAN BANSILAL PAWAR C/O AT H. NO.6308/31, 235, PLOT NO 2, MAHALAXMI NAGAR, UCHAGAON, KOLHPAUR, Kolhapur, Maharashtra, 416005--27CPZPP1357K1ZZ",7972479462,,KOLHAPUR,,416005,MAHARASHTRA,DISTRICT
M RAGHU ARADHYA,"M RAGHU ARADHYA C/O AT HOUSING BOARD COLONY,HD KOTE TOWN,MYSORE,KARNATAKA",9964984491,,MYSORE,,571114,KARNATAKA,DISTRICT
PRAVESH KUMAR KHARBASH,"PRAVESH KUMAR KHARBASH C/O AT KESARIPURA,JHUNJHUNUN,RAJASTHAN",9610661980,,JHUNJHUNU,,333021,RAJASTHAN,DISTRICT
RABINDRA CHOUDHARY,"RABINDRA CHOUDHARY C/O AT OLD SBI LINE,MAIN ORAD,DOMBOSORE,GUNPUR,RAYAGADA,ODISHA",9861952123,,RAYAGADA,,765033,ORISSA,DISTRICT
KHEM RAI KUMAR,"GAURIKA ENTERPRISES C/O AT ARRARIA ,JOGBANI ,BIHAR",9576310498,,ARARIA,,854328,BIHAR,DISTRICT
BARNALI HALDER,"BARNALI HALDER C/O AT DEBAGRAM,KULAICHANDIPARA,NADIA,WEST BENGAL",9547753589,,NADIA,,741137,WEST BENGAL,DISTRICT
SAMBHU NATH DAS,"SAMBHU NATH DAS C/O AT EAST MEDINIPUR,MEDINIPUR,WEST BENGAL",9732660433,,MEDINIPUR,,721432,WEST BENGAL,DISTRICT
RANJIT KUMAR PRADHAN,"DEVJIT HEALTHCARE C/O AT RAGHUNATH NAGAR,ASKA,GANJAM,ODISHA",9178294339,,GANJAM,,761110,ORISSA,DISTRICT
MALAYA DAIMARI,"SUN ENTERPRISES C/O AT ATTAREEKHAT,DEEMAKUCHI,UDALGIRI,ASSAM",9365548483,,UDALGIRI,,784527,ASSAM,DISTRICT
KEWETEU KHAPE,"KEWETEU KHAPE C/O AT LERIE CHAZOU,HOUSE NO.340,NEAR NST GARAGE,KOHIMA,NAGALAND",9862050476,,KOHIMA,,797001,NAGALAND,DISTRICT
DURGA SHARMA,"DURGA SHARMA C/O AT 24/165,UTTARCHENGA,BARA CHENGA,DARJEELING,WEST BENGAL",8927207964,,DARJEELING,,734423,WEST BENGAL,DISTRICT
MRS SANGEETA VAISHNAV,UMA ENTERPRISES C/O AT SURAJPUR Dist :- SURAJPUR CHHATTISGARH,7415651249,,SURAJPUR,,497229,CHATTISGARH,DISTRICT
NANDITA BARA,"NANDITA BARA C/O AT MISSION LINE,BAINGURL TEA GARDER,JALAPAIGURI,WEST BENGAL",9064846142,,JALPAIGURI,,735203,WEST BENGAL,DISTRICT
RAJKUMAR RATHORE,"RAJKUMAR RATHORE C/O AT STATIO ROAD ,KHUSHWAHA BHAWAN,NEAR HANDPUMP,SEHORE,MADHYA PRADESH",9229413492,,SEHORE,,466115,MADHYA PRADESH,DISTRICT
AMIR KHATTAB,"AMIR KHATTAB C/O AT VILL-MADHYAMPUR,BASIRHAT,NORTH 24 PARGANAS,WEST BENGAL",7908066212,,PARGANAS,,743429,WEST BENGAL,DISTRICT
KAIFI GANO HEALTH CARE CENTER,"SYED AJAM KAIPHI C/O AT HAMZAPUR ,SHERGHATI ,GAYA, BIHAR--10AXTPK9174H1Z3--",9534465640,,GAYA,,824211,BIHAR,DISTRICT
POORNIMA KASHYAP,"POORNIMA KASHYAP C/O AT RANAWAS STATION,PALI,RAJASTHAN",7891408907,,PALI,,306023,RAJASTHAN,DISTRICT
DIKSHITA SAIKA,"DIKSHITA ENTERPRISES C/O AT UJJAL NAGAR,TITABAR,JORHAT,ASSAM",9613185990,,JORHAT,,785630,ASSAM,DISTRICT
SABITA KUMARI DF,"SABITA KUMARI C/O AT UGNA COLONY,Opp.L.I.C.OFFICE, SAPTA, MADHUBANI,BIHAR",9430038338,,MADHUBANI,,847211,BIHAR,DISTRICT
ASHA SONI,"ASHA HAPPY HEALTH INDIA C/O AT WARD NO.42,COLLAGE ROAD,NEAR GOVT DEGREE COLLAGE,WAIDHAN,SINGRAULI,MADHYA PRADESH",9893384210,,SINGRAULI,,486886,MADHYA PRADESH,DISTRICT
SACHIN BAJIRAO SURYAWANSHI,"SACHIN BAJIRAO SURYAWANSHI C/O AT SAPSHRUNGI SWEET MART ,OPP BHAGWAT TALKIES,LONI ROAD,LONAR,BULDHANA,MAHARASHTRA",9767132313,,BULDHANA,,443302,MAHARASHTRA,DISTRICT
LAXMI GRIH ENTERPRISES,ADITYA JHA C/O AT UJAN GANGAULI DIST- DARBHANGA STATE- BIHAR--10CDGPJ1372M1ZP,9315753941,,DARBHANGA,,847407,BIHAR,DISTRICT
THAKOR VIKRAMJI,"JAY SHREE MAVADIYO TREADING COMPANY C/O AT MUNIRAJ . COMPLEX , PAJAB NATIONAL BANK NI SAME.VADANAGAR, MAHESANA,GUJARAT",9724747461,,MAHESANA,,384355,GUJARAT,DISTRICT
RITWICK PAROI,"RITWICK PAROI C/O AT JASHAR,PURBA MEDINIPUR,WEST BENGAL",8170866328,,MEDINIPUR,,721130,WEST BENGAL,DISTRICT
MINI SENAPATI,"JMD STORES C/O AT NOYABOZAR,MAJULI,GOLAGHAT,ASSAM",8011594676,,GOLAGHAT,,785104,ASSAM,DISTRICT
